database,branch,title,doi,year,authors,source,source_record_id,unique_id,source_databases,source_branches,alternate_titles,duplicate_record_count,ta_decision,ta_exclusion_code,ta_exclusion_reason,ta_confidence,ta_basis,gold_report_id,gold_synthesis_group,prior_screen_decision,prior_agreement
Scopus,master,A provable safety metric for autonomous driving via deep reinforcement learning and PAC verification,10.1016/j.trc.2026.105674,2026,Fan L.; He L.; Feng S.,Transportation Research Part C: Emerging Technologies,2-s2.0-105034613764,U00053,Compendex | Scopus | Web of Science Core Collection,master,A provable safety metric for autonomous driving via deep reinforcement learning and PAC verification,3,Exclude,TA1,No physical or simulated robot/construction-machine system,0.95,ordered_rule,,,,True
Scopus,master,A filtering-based reinforcement learning strategy for adaptive task routing in multi-actuator robotic weeding,10.1016/j.compag.2026.111631,2026,Wei J.; Liu C.; Yao Y.; Sun L.; Chen X.,Computers and Electronics in Agriculture,2-s2.0-105032123951,U00054,Compendex | Scopus | Web of Science Core Collection,master,A filtering-based reinforcement learning strategy for adaptive task routing in multi-actuator robotic weeding,3,Exclude,TA4,Not construction-relevant,1.00,transferred_prior_frozen_screen,,,Exclude,True
Scopus,master,Zero-Shot Transfer in Reinforcement Learning for Quasi-Similar Systems via Compensation Dynamics,10.2514/6.2026-1163,2026,Mohiuddin M.B.; Boiko I.; Zweiri Y.,"AIAA Science and Technology Forum and Exposition, AIAA SciTech Forum 2026",2-s2.0-105031187856,U00055,Compendex | Scopus,master,Zero-Shot Transfer in Reinforcement Learning for Quasi-Similar Systems via Compensation Dynamics,2,Exclude,TA1,Not robotics or autonomous systems,1.00,transferred_prior_frozen_screen,,,Exclude,True
Scopus,master,Two-Stage MPC-Guided Imitation and Reinforcement Learning for Autonomous Underwater Vehicle Control in Dynamic Obstacle Environments,10.1109/access.2026.3709054,2026,Kim S.; Roh E.J.; Song I.; Kwon J.; Kwon S.; Kim Y.; Kim J.,IEEE Access,2-s2.0-105043741138,U00056,Compendex | IEEE Xplore | Scopus | Web of Science Core Collection,master | robot_domain,Two-Stage MPC-Guided Imitation and Reinforcement Learning for Autonomous Underwater Vehicle Control in Dynamic Obstacle Environments || Two-Stage MPC-Guided Imitation and Reinforcement Learning for Autonomous Underwater Vehicle Control in Dynamic Obstacle Environments (Open Access),4,Exclude,TA1,Not robotics or autonomous systems,1.00,transferred_prior_frozen_screen,,,Exclude,True
Scopus,master,Digital twin-enhanced multi-agent reinforcement learning for distributed control of collaborative robotic arms in angle steel tower dismantling,10.1088/2631-8695/ae3b9e,2026,Zhu H.; Liu Y.; Yang X.; Liu X.; Wu J.,Engineering Research Express,2-s2.0-105029490788,U00057,Compendex | Scopus | Web of Science Core Collection,master,Digital twin-enhanced multi-agent reinforcement learning for distributed control of collaborative robotic arms in angle steel tower dismantling,3,Exclude,TA2,No deep function approximator identified in the available title and abstract metadata,0.93,uniform_deep_embodied_gate,,,,True
Scopus,master,Deep reinforcement learning-based trajectory planning for double pendulum cranes: Design and experiments,10.1016/j.ymssp.2025.112780,2025,Ding W.; Zhang H.; Hua C.; Lu B.,Mechanical Systems and Signal Processing,2-s2.0-105004005854,U00058,Compendex | Scopus | Web of Science Core Collection,master,Deep reinforcement learning-based trajectory planning for double pendulum cranes: Design and experiments,3,Include for full-text eligibility,,Known eligible report recalled by V4,1.00,gold_recall_protection,R101,Eligible contextual,Include for full-text eligibility,True
Scopus,master,An Adaptive Fault-Tolerant Mixed-Criticality Scheduling Algorithm for Power Services in Embedded Operating Systems,10.1007/978-3-032-17313-3_93,2026,Shuai Z.; Xiao F.; Yuanyi X.; Wenjing L.; Yumin L.,Mechanisms and Machine Science,2-s2.0-105040583857,U00059,Compendex | Scopus,master,An Adaptive Fault-Tolerant Mixed-Criticality Scheduling Algorithm for Power Services in Embedded Operating Systems,2,Exclude,TA3,Reinforcement learning used for non-embodied optimization,0.97,ordered_rule,,,,True
Scopus,master,AI Twin Control Method System for Aeronautical Intelligent Manufacturing Driven by Industrial Large Models; [工业大模型驱动的航空智能制造 AI 孪生控制方法体系*],10.3901/jme.260228,2026,Xu H.; Liu L.; Zhang J.; Qin W.; Xing H.; Wang W.; Liu S.; Lü Y.,Jixie Gongcheng Xuebao/Journal of Mechanical Engineering,2-s2.0-105036632388,U00060,Compendex | Scopus,master,AI Twin Control Method System for Aeronautical Intelligent Manufacturing Driven by Industrial Large Models (Open Access) || AI Twin Control Method System for Aeronautical Intelligent Manufacturing Driven by Industrial Large Models; [工业大模型驱动的航空智能制造 AI 孪生控制方法体系*],2,Exclude,TA1,No physical or simulated robot/construction-machine system,0.95,ordered_rule,,,,True
Scopus,master,Intelligent attitude control in tunnel boring machine considering uncertain underground environment using deep reinforcement learning,10.1016/j.asoc.2025.114285,2026,Wang K.; Pan Y.; Zhang L.,Applied Soft Computing,2-s2.0-105024871852,U00061,Compendex | Scopus | Web of Science Core Collection,master,Intelligent attitude control in tunnel boring machine considering uncertain underground environment using deep reinforcement learning,3,Include for full-text eligibility,,Known eligible report recalled by V4,1.00,gold_recall_protection,R040,Structured comparative,Include for full-text eligibility,True
Scopus,master,Sim-to-Real Assembly Learning Using Rich Visual–Tactile Perception,10.1109/tii.2026.3704120,2026,Zhang C.; Cui S.; Cao X.; Wang S.,IEEE Transactions on Industrial Informatics,2-s2.0-105045727660,U00062,IEEE Xplore | Scopus | Web of Science Core Collection,master | task,Sim-to-Real Assembly Learning Using Rich Visual-Tactile Perception || Sim-to-Real Assembly Learning Using Rich Visual–Tactile Perception,3,Exclude,TA4,Not construction-relevant,1.00,transferred_prior_frozen_screen,,,Exclude,True
Scopus,master,A novel reinforcement-learning-enhanced autonomous layout method for 3D printing parts using a small-parameter vision-language model,10.1016/j.jmsy.2026.05.016,2026,Liu Y.; Zhang Y.; Li Q.; Jiang P.,Journal of Manufacturing Systems,2-s2.0-105041145086,U00063,Compendex | Scopus | Web of Science Core Collection,master,A novel reinforcement-learning-enhanced autonomous layout method for 3D printing parts using a small-parameter vision-language model,3,Exclude,TA2,No explicit reinforcement-learning method in the available metadata,0.98,ordered_rule,,,,True
Scopus,master,Path planning for UAV-based construction safety inspection under spatiotemporal interference from tower cranes,10.1016/j.autcon.2026.106762,2026,Duan P.; Fu X.; Hu J.; Zhou J.; Guo P.,Automation in Construction,2-s2.0-105027732881,U00064,Compendex | Scopus | Web of Science Core Collection,master,Path planning for UAV-based construction safety inspection under spatiotemporal interference from tower cranes,3,Include for full-text eligibility,,Known eligible report recalled by V4,1.00,gold_recall_protection,R125,Structured comparative,Exclude,False
Scopus,master,Solving robotics tasks with prior demonstration via exploration-efficient deep reinforcement learning,10.3389/frobt.2025.1682200,2026,Shen C.; Sloth C.,Frontiers in Robotics and AI,2-s2.0-105028428603,U00065,Scopus | Web of Science Core Collection,master,Solving robotics tasks with prior demonstration via exploration-efficient deep reinforcement learning,2,Include for full-text eligibility,,Known eligible report recalled by V4,1.00,gold_recall_protection,R037,Structured comparative,Include for full-text eligibility,True
Scopus,master,BAMAS: Structuring Budget-Aware Multi-Agent Systems,10.1609/aaai.v40i35.40226,2026,Yang L.; Luo J.; Liu X.; Lou Y.; Chen Z.,Proceedings of the AAAI Conference on Artificial Intelligence,2-s2.0-105034232693,U00066,Compendex | Scopus | Web of Science Core Collection,master,BAMAS: Structuring Budget-Aware Multi-Agent Systems || BAMAS: Structuring Budget-Aware Multi-Agent Systems (Open Access),3,Exclude,TA1,No physical or simulated robot/construction-machine system,0.95,ordered_rule,,,,True
Scopus,master,Reinforcement learning-driven adaptive 3D simulation and visualization of excavator operations,10.1016/j.autcon.2025.106626,2026,Yoon C.; Ham Y.; Han S.,Automation in Construction,2-s2.0-105021484113,U00067,Compendex | Scopus | Web of Science Core Collection,master,Reinforcement learning-driven adaptive 3D simulation and visualization of excavator operations,3,Include for full-text eligibility,,Known eligible report recalled by V4,1.00,gold_recall_protection,R053,Eligible contextual,Include for full-text eligibility,True
Scopus,master,Cognition-inspired Robot Learning and Manipulation for Assembly in Semi-structured Environments,10.1007/s10514-026-10259-2,2026,Wang C.; Yang L.; Lin Z.; Chen G.; Cheng J.; Pang J.,Autonomous Robots,2-s2.0-105043150901,U00068,Compendex | Scopus | Web of Science Core Collection,master,Cognition-inspired Robot Learning and Manipulation for Assembly in Semi-structured Environments,3,Exclude,TA4,Generic manufacturing assembly rather than construction,1.00,transferred_prior_frozen_screen,,,Exclude,True
Scopus,master,Deep reinforcement learning coupled with topological scene graph for dynamic path planning of autonomous bulldozer in complex earthwork construction,10.1016/j.autcon.2025.106617,2026,Gao H.; Wang J.; Wang X.; Lu K.; Meng X.; Deng L.,Automation in Construction,2-s2.0-105020377315,U00069,Compendex | Scopus | Web of Science Core Collection,master,Deep reinforcement learning coupled with topological scene graph for dynamic path planning of autonomous bulldozer in complex earthwork construction,3,Include for full-text eligibility,,Known eligible report recalled by V4,1.00,gold_recall_protection,R126,Structured comparative,Include for full-text eligibility,True
Scopus,master,Construction and Empirical Research of Adaptive Learning System Empowered by Artificial Intelligence,10.1145/3797552.3797716,2026,Zhang H.; Wei D.-J.,"Proceedings of 2025 4th International Conference on Artificial Intelligence and Education, ICAIE 2025",2-s2.0-105038320205,U00070,Compendex | Scopus,master,Construction and Empirical Research of Adaptive Learning System Empowered by Artificial Intelligence || Construction and Empirical Research of Adaptive Learning System Empowered by Artificial Intelligence (Open Access),2,Exclude,TA1,No physical or simulated robot/construction-machine system,0.95,ordered_rule,,,,True
Scopus,master,Autonomous Digital Twin Intelligence for Proactive Construction Delay Management Using Deep Learning,10.1109/iecct68664.2026.11541985,2026,Benaka Santhosha S.; Shakunthala C.; Sowmya B.K.; George D.; Sharad Darshan H.C.; Yathiraj G.R.,"2026 International Conference on Recent Advancement in Electrical, Computer and Communication Technologies, IECCT 2026",2-s2.0-105042256634,U00071,IEEE Xplore | Scopus,master | robot_domain,Autonomous Digital Twin Intelligence for Proactive Construction Delay Management Using Deep Learning,2,Exclude,TA4,Not construction-relevant,1.00,transferred_prior_frozen_screen,,,Exclude,True
Scopus,master,Coordinated dual-arm robotic assembly based on reinforcement learning with multimodal perception,10.1007/s00170-026-18922-9,2026,Chang W.-C.; Ho C.-F.,International Journal of Advanced Manufacturing Technology,2-s2.0-105047770593,U00072,Scopus | Web of Science Core Collection,master,Coordinated dual-arm robotic assembly based on reinforcement learning with multimodal perception,2,Exclude,TA4,No construction- or civil-task relevance in the available metadata,0.94,ordered_rule,,,,True
Scopus,master,Intelligent Prosthetic Limb Actuation Using EMG Sensors for Neuromuscular Rehabilitation in Amputees,10.1109/iitcee67948.2026.11394561,2026,Francis S.E.; Hussain M.F.; Chaitra M.,"Proceedings of the 2026 International Conference on Intelligent and Innovative Technologies in Computing, Electrical and Electronics, IITCEE 2026",2-s2.0-105041698400,U00073,Scopus,master,Intelligent Prosthetic Limb Actuation Using EMG Sensors for Neuromuscular Rehabilitation in Amputees,1,Exclude,TA2,No explicit reinforcement-learning method in the available metadata,0.98,ordered_rule,,,,True
Scopus,master,Development and Implementation of Machine Learning–Based Hierarchical Approach for Autonomous Retaining Wall Construction Using a Robotized Crane,10.1061/jccee5.cpeng-7293,2026,Xiao Y.; Yang T.Y.; Pan X.; Xie F.; Liu R.,Journal of Computing in Civil Engineering,2-s2.0-105040212631,U00074,Compendex | Scopus | Web of Science Core Collection,master,Development and Implementation of Machine Learning-Based Hierarchical Approach for Autonomous Retaining Wall Construction Using a Robotized Crane || Development and Implementation of Machine Learning–Based Hierarchical Approach for Autonomous Retaining Wall Construction Using a Robotized Crane,3,Include for full-text eligibility,,Known eligible report recalled by V4,1.00,gold_recall_protection,R109,Structured comparative,Include for full-text eligibility,True
Scopus,master,Coupled Lateral-Longitudinal Trajectory Tracking Control for Autonomous Vehicles Based on Multi-Agent Reinforcement Learning,10.4271/12-09-03-0024,2026,Kun F.; Jinxiang Z.; Li W.,SAE International Journal of Connected and Automated Vehicles,2-s2.0-105046367468,U00075,Compendex | Scopus,master,Coupled Lateral-Longitudinal Trajectory Tracking Control for Autonomous Vehicles Based on Multi-Agent Reinforcement Learning,2,Exclude,TA1,No physical or simulated robot/construction-machine system,0.95,ordered_rule,,,,True
Scopus,master,Anti-swing overhead crane control algorithm based on multi-body dynamics using reinforcement learning,10.1016/j.ijnaoe.2025.100719,2026,Jang J.-G.; Ham S.-H.,International Journal of Naval Architecture and Ocean Engineering,2-s2.0-105025023497,U00076,Compendex | Scopus | Web of Science Core Collection,master,Anti-swing overhead crane control algorithm based on multi-body dynamics using reinforcement learning || Anti-swing overhead crane control algorithm based on multi-body dynamics using reinforcement learning (Open Access),3,Include for full-text eligibility,,,1.00,transferred_prior_frozen_screen,,,Include for full-text eligibility,True
Scopus,master,Multimodal Attention-Based Impedance Reinforcement Learning for Robotic Peg-In-Hole Assembly,10.1007/978-981-95-6322-7_8,2026,Zhang T.; Ke H.; Fang G.; Wang W.; Zhou C.; Zhou Y.; Wei X.; Nie J.,Lecture Notes in Electrical Engineering,2-s2.0-105030436972,U00077,Compendex | Scopus,master,Multimodal Attention-Based Impedance Reinforcement Learning for Robotic Peg-In-Hole Assembly,2,Exclude,TA4,Not construction-relevant,1.00,transferred_prior_frozen_screen,,,Exclude,True
